,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
322,323,1.19748570165646,-4.37078809514254,4.93944155722129,3,-3,(3;-3),Nuclear,-23.533776,-23.50250925,-21.2318498,-68.26813505
323,324,6.91249804598573,-5.8034846515406,5.34874354406468,3,-3,(3;-3),Nuclear,-23.61339447,-23.59917824,-22.17598186,-69.38855457
324,325,9.26216820663506,-2.29537147114956,-3.96640597658684,3,-3,(3;-3),Nuclear,-23.5417726,-23.51051131,-21.28759589,-68.33987981
325,326,13.99711513439088,-5.81429391459618,-4.53627085381781,3,-3,(3;-3),Nuclear,-23.91715325,-23.90228017,-22.49393061,-70.31336403
326,327,14.01496494009334,-2.92350257547649,-12.81450599336282,3,-3,(3;-3),Nuclear,-23.71120546,-23.67892348,-21.43558348,-68.82571242
327,328,19.46730814253467,-1.72731704104131,-11.41223981482563,3,-3,(3;-3),Nuclear,-23.79179348,-23.77664281,-22.3577255,-69.9261618
328,329,21.67525735041361,9.33660908363243,-17.3149710503158,3,-3,(3;-3),Nuclear,-23.02531879,-22.99421452,-20.6839496,-66.70348291
329,330,28.16648212192435,11.47650013832039,-16.76808223450785,3,-3,(3;-3),Nuclear,-23.72121587,-23.70798485,-22.24581396,-69.67501468
330,331,18.2755980207383,15.98667941893427,1.48431297411615,3,-3,(3;-3),Nuclear,-23.0133807,-22.98398944,-20.62632519,-66.62369534
331,332,17.03167065192341,19.73238207529759,5.62230373305146,3,-3,(3;-3),Nuclear,-24.20481592,-24.19123474,-22.86565143,-71.26170209
332,333,12.62912833296678,19.12143143213894,8.20813438934596,3,-3,(3;-3),Nuclear,-23.36242541,-23.33191429,-20.97274295,-67.66708265
333,334,8.36352247766865,19.71456111269256,12.36427037415564,3,-3,(3;-3),Nuclear,-24.02996552,-24.01328357,-22.62417202,-70.66742111
334,335,5.59548128508987,1.9747645872742,8.39038733731814,3,-3,(3;-3),Nuclear,-745052.0642,-745050.9361,-745048.9387,-2235151.939
335,336,12.04322939205597,4.69786101814705,-7.15072650549816,3,-3,(3;-3),Nuclear,-745015.5057,-745014.5903,-745012.4117,-2235042.508
336,337,25.16549283132109,9.35036859122751,-10.10436961545948,3,-3,(3;-3),Nuclear,-745882.3092,-745881.385,-745872.5784,-2237636.273
337,338,23.31545021797999,21.14793348917281,4.01755934214828,3,-3,(3;-3),Nuclear,-745900.5091,-745889.6223,-745880.2285,-2237670.36
338,339,25.87980959111979,21.59957821296088,2.72876561150617,3,-3,(3;-3),Nuclear,-747168.97,-747163.7065,-747151.1201,-2241483.797
339,340,26.0782309132861,20.35424820050758,0.11716306642201,3,-3,(3;-3),Nuclear,-747386.8676,-747384.7855,-747366.6087,-2242138.262
340,341,24.30566710193376,21.47674596590555,-1.77634326510789,3,-3,(3;-3),Nuclear,-1638372.877,-1638371.689,-1638337.282,-4915081.849
341,342,15.98142020533772,12.16795136598907,13.59847461246426,3,-3,(3;-3),Nuclear,-1637185.428,-1637184.057,-1637157.669,-4911527.155
